dateTime,open,volume
2020-01-01 00:00:00,7195.24000000,16792.38816500
2020-01-02 00:00:00,7200.77000000,31951.48393200
2020-01-03 00:00:00,6965.49000000,68428.50045100
2020-01-04 00:00:00,7345.00000000,29987.97497700
2020-01-05 00:00:00,7354.19000000,38331.08560400
2020-01-06 00:00:00,7357.64000000,54635.69531600
2020-01-07 00:00:00,7758.90000000,91171.68466100
2020-01-08 00:00:00,8145.92000000,112622.64264000
2020-01-09 00:00:00,8054.72000000,64239.51983000
2020-01-10 00:00:00,7817.74000000,82406.77744800
2020-01-11 00:00:00,8198.86000000,54810.03266700
2020-01-12 00:00:00,8020.01000000,38131.49433600
2020-01-13 00:00:00,8184.97000000,31159.75568300
2020-01-14 00:00:00,8110.34000000,120399.12674200
2020-01-15 00:00:00,8814.64000000,84816.29760600
2020-01-16 00:00:00,8820.01000000,51991.07428400
2020-01-17 00:00:00,8720.15000000,70897.73737700
2020-01-18 00:00:00,8913.27000000,38294.74654500
2020-01-19 00:00:00,8915.09000000,70676.88925900
2020-01-20 00:00:00,8701.72000000,38896.63974600
2020-01-21 00:00:00,8642.35000000,36494.68765900
2020-01-22 00:00:00,8736.04000000,29080.55713800
2020-01-23 00:00:00,8682.77000000,48165.94459700
2020-01-24 00:00:00,8404.52000000,41687.52952900
2020-01-25 00:00:00,8438.99000000,25521.15793200
2020-01-26 00:00:00,8340.01000000,31130.48516400
2020-01-27 00:00:00,8614.39000000,53973.54299600
2020-01-28 00:00:00,8907.57000000,74584.85376500
2020-01-29 00:00:00,9375.34000000,53864.06512200
2020-01-30 00:00:00,9301.57000000,60626.74425900
2020-01-31 00:00:00,9511.52000000,45552.02235200
2020-02-01 00:00:00,9351.71000000,28578.06735400
2020-02-02 00:00:00,9384.41000000,45690.91254000
2020-02-03 00:00:00,9331.59000000,50892.13345100
2020-02-04 00:00:00,9291.35000000,53308.17526600
2020-02-05 00:00:00,9197.02000000,64870.41561500
2020-02-06 00:00:00,9612.03000000,64949.70658800
2020-02-07 00:00:00,9772.00000000,43966.11463200
2020-02-08 00:00:00,9813.87000000,43600.84366600
2020-02-09 00:00:00,9895.04000000,43408.47561600
2020-02-10 00:00:00,10151.72000000,59573.08461900
2020-02-11 00:00:00,9851.74000000,62422.39522400
2020-02-12 00:00:00,10223.08000000,61008.06393000
2020-02-13 00:00:00,10325.33000000,79344.35875900
2020-02-14 00:00:00,10227.78000000,47038.48017300
2020-02-15 00:00:00,10344.36000000,57657.20294700
2020-02-16 00:00:00,9904.46000000,60023.99953700
2020-02-17 00:00:00,9910.70000000,70261.01190100
2020-02-18 00:00:00,9706.00000000,70604.12401900
2020-02-19 00:00:00,10164.78000000,55162.58689500
2020-02-20 00:00:00,9594.65000000,60152.34291400
2020-02-21 00:00:00,9597.21000000,42181.55452400
2020-02-22 00:00:00,9677.05000000,24636.75762300
2020-02-23 00:00:00,9650.85000000,37702.08984300
2020-02-24 00:00:00,9936.40000000,55796.59612000
2020-02-25 00:00:00,9655.52000000,54379.34455200
2020-02-26 00:00:00,9316.48000000,92130.34548200
2020-02-27 00:00:00,8786.00000000,72483.57876200
2020-02-28 00:00:00,8823.25000000,71155.20897700
2020-02-29 00:00:00,8690.80000000,36748.18303500
2020-03-01 00:00:00,8523.61000000,43892.20177900
2020-03-02 00:00:00,8530.30000000,60401.31773000
2020-03-03 00:00:00,8911.18000000,55154.99728200
2020-03-04 00:00:00,8760.07000000,38696.48257800
2020-03-05 00:00:00,8750.99000000,58201.86635500
2020-03-06 00:00:00,9054.64000000,43782.94804400
2020-03-07 00:00:00,9130.89000000,45422.20452500
2020-03-08 00:00:00,8885.25000000,77537.31516600
2020-03-09 00:00:00,8034.76000000,116968.86326800
2020-03-10 00:00:00,7929.87000000,86783.44387500
2020-03-11 00:00:00,7894.57000000,79942.41117200
2020-03-12 00:00:00,7934.58000000,261505.60865300
2020-03-13 00:00:00,4800.01000000,402201.67376400
2020-03-14 00:00:00,5576.05000000,136910.13597400
2020-03-15 00:00:00,5172.48000000,139916.14653400
2020-03-16 00:00:00,5360.33000000,227276.92276000
2020-03-17 00:00:00,5028.86000000,150089.92631800
2020-03-18 00:00:00,5312.64000000,137127.63489400
2020-03-19 00:00:00,5393.26000000,199020.87343900
2020-03-20 00:00:00,6162.05000000,219298.32951400
2020-03-21 00:00:00,6204.57000000,128913.66836300
2020-03-22 00:00:00,6187.04000000,119115.99052700
2020-03-23 00:00:00,5816.05000000,164674.21578500
2020-03-24 00:00:00,6465.25000000,151138.00987800
2020-03-25 00:00:00,6744.69000000,132155.73498900
2020-03-26 00:00:00,6677.42000000,83026.55521100
2020-03-27 00:00:00,6737.27000000,82914.96835400
2020-03-28 00:00:00,6359.11000000,93159.69342900
2020-03-29 00:00:00,6236.65000000,63311.62771400
2020-03-30 00:00:00,5880.50000000,118889.54999200
2020-03-31 00:00:00,6394.45000000,72337.59525900
2020-04-01 00:00:00,6412.14000000,97500.75240000
2020-04-02 00:00:00,6643.36000000,149299.90687100
2020-04-03 00:00:00,6793.86000000,104080.27693900
2020-04-04 00:00:00,6732.97000000,72990.86113900
2020-04-05 00:00:00,6857.41000000,49685.35698300
2020-04-06 00:00:00,6772.78000000,118052.00083200
2020-04-07 00:00:00,7329.90000000,103585.16891800
2020-04-08 00:00:00,7197.32000000,76059.14583800
2020-04-09 00:00:00,7360.26000000,61094.87241700
2020-04-10 00:00:00,7283.54000000,104674.62337500
2020-04-11 00:00:00,6858.92000000,45470.29320600
2020-04-12 00:00:00,6876.84000000,73868.66650100
2020-04-13 00:00:00,6903.79000000,96415.47657300
2020-04-14 00:00:00,6838.04000000,69068.62328500
2020-04-15 00:00:00,6868.57000000,61571.38499400
2020-04-16 00:00:00,6621.25000000,125009.85753900
2020-04-17 00:00:00,7101.99000000,54126.50976300
2020-04-18 00:00:00,7026.78000000,49488.54281900
2020-04-19 00:00:00,7248.60000000,45664.86393000
2020-04-20 00:00:00,7121.40000000,90149.49137000
2020-04-21 00:00:00,6828.98000000,60109.71080800
2020-04-22 00:00:00,6841.36000000,61486.37733400
2020-04-23 00:00:00,7125.12000000,102773.56956100
2020-04-24 00:00:00,7483.96000000,60182.11993900
2020-04-25 00:00:00,7505.00000000,43874.42772600
2020-04-26 00:00:00,7539.03000000,50522.61620900
2020-04-27 00:00:00,7693.10000000,65441.33957600
2020-04-28 00:00:00,7773.51000000,46302.75263800
2020-04-29 00:00:00,7738.58000000,183546.88751400
2020-04-30 00:00:00,8778.58000000,206277.21412400
2020-05-01 00:00:00,8620.00000000,91468.81505900
2020-05-02 00:00:00,8825.67000000,59002.08755000
2020-05-03 00:00:00,8972.58000000,90126.06564300
2020-05-04 00:00:00,8894.15000000,84418.51233100
2020-05-05 00:00:00,8871.92000000,76480.76534200
2020-05-06 00:00:00,9021.36000000,105925.30242000
2020-05-07 00:00:00,9143.40000000,147154.61137800
2020-05-08 00:00:00,9986.30000000,100683.79640000
2020-05-09 00:00:00,9800.02000000,81950.67956700
2020-05-10 00:00:00,9539.10000000,183865.18202800
2020-05-11 00:00:00,8722.77000000,168807.25183200
2020-05-12 00:00:00,8562.04000000,86522.78006600
2020-05-13 00:00:00,8810.99000000,92466.27401800
2020-05-14 00:00:00,9309.35000000,129565.37747000
2020-05-15 00:00:00,9791.97000000,115890.76151600
2020-05-16 00:00:00,9315.96000000,59587.62786200
2020-05-17 00:00:00,9380.81000000,68647.76432300
2020-05-18 00:00:00,9681.11000000,82006.60358300
2020-05-19 00:00:00,9733.93000000,78539.76045400
2020-05-20 00:00:00,9775.13000000,74923.73809000
2020-05-21 00:00:00,9511.43000000,108928.78096900
2020-05-22 00:00:00,9067.51000000,58943.13102400
2020-05-23 00:00:00,9170.00000000,43526.29696600
2020-05-24 00:00:00,9179.01000000,70379.86645000
2020-05-25 00:00:00,8718.14000000,62833.91094900
2020-05-26 00:00:00,8900.35000000,58299.77013800
2020-05-27 00:00:00,8841.00000000,68910.35551400
2020-05-28 00:00:00,9204.07000000,74110.78766200
2020-05-29 00:00:00,9575.87000000,57374.36296100
2020-05-30 00:00:00,9426.60000000,55665.27254000
2020-05-31 00:00:00,9697.72000000,48333.78640300
2020-06-01 00:00:00,9448.27000000,76649.12696000
2020-06-02 00:00:00,10202.71000000,108970.77315100
2020-06-03 00:00:00,9518.02000000,46252.64493900
2020-06-04 00:00:00,9666.32000000,57456.10096900
2020-06-05 00:00:00,9788.14000000,47788.05005000
2020-06-06 00:00:00,9621.17000000,32752.95089300
2020-06-07 00:00:00,9666.85000000,57952.84838500
2020-06-08 00:00:00,9746.99000000,40664.66412500
2020-06-09 00:00:00,9782.00000000,46024.00128900
2020-06-10 00:00:00,9772.44000000,47130.76298200
2020-06-11 00:00:00,9885.22000000,94418.98473000
2020-06-12 00:00:00,9278.88000000,50119.06693200
2020-06-13 00:00:00,9464.96000000,27759.78485100
2020-06-14 00:00:00,9473.34000000,30055.50660800
2020-06-15 00:00:00,9342.10000000,86107.92470700
2020-06-16 00:00:00,9426.05000000,52052.44692700
2020-06-17 00:00:00,9526.97000000,48046.41115200
2020-06-18 00:00:00,9465.13000000,37381.95376500
2020-06-19 00:00:00,9386.32000000,45330.98367300
2020-06-20 00:00:00,9310.23000000,30329.06538400
2020-06-21 00:00:00,9358.95000000,24316.92623400
2020-06-22 00:00:00,9294.69000000,57895.46834300
2020-06-23 00:00:00,9685.69000000,41031.02938000
2020-06-24 00:00:00,9624.33000000,61571.56146400
2020-06-25 00:00:00,9298.33000000,55831.61915600
2020-06-26 00:00:00,9249.49000000,50292.29827700
2020-06-27 00:00:00,9162.21000000,46290.93011300
2020-06-28 00:00:00,9012.00000000,30688.17642100
2020-06-29 00:00:00,9116.16000000,42120.29326100
2020-06-30 00:00:00,9192.93000000,31463.16280100
2020-07-01 00:00:00,9138.08000000,38488.52869900
2020-07-02 00:00:00,9231.99000000,45725.16807600
2020-07-03 00:00:00,9086.54000000,28943.42017700
2020-07-04 00:00:00,9057.79000000,26441.96848400
2020-07-05 00:00:00,9135.00000000,34073.65362700
2020-07-06 00:00:00,9069.41000000,54463.13227700
2020-07-07 00:00:00,9342.47000000,34587.33667800
2020-07-08 00:00:00,9257.40000000,56140.51778100
2020-07-09 00:00:00,9436.06000000,48044.45064500
2020-07-10 00:00:00,9232.42000000,38295.49400600
2020-07-11 00:00:00,9288.34000000,22561.36600000
2020-07-12 00:00:00,9234.02000000,30872.70228600
2020-07-13 00:00:00,9303.31000000,42740.06911500
2020-07-14 00:00:00,9242.61000000,45772.55250900
2020-07-15 00:00:00,9255.85000000,39053.57966500
2020-07-16 00:00:00,9197.60000000,43375.57119100
2020-07-17 00:00:00,9133.72000000,28054.35874100
2020-07-18 00:00:00,9154.31000000,22554.54145700
2020-07-19 00:00:00,9170.30000000,26052.01941700
2020-07-20 00:00:00,9208.99000000,35458.76408200
2020-07-21 00:00:00,9160.78000000,60413.58248600
2020-07-22 00:00:00,9390.00000000,48815.00410700
2020-07-23 00:00:00,9518.16000000,51856.23350000
2020-07-24 00:00:00,9603.27000000,43931.13620500
2020-07-25 00:00:00,9538.10000000,40679.54541600
2020-07-26 00:00:00,9700.42000000,65279.26931900
2020-07-27 00:00:00,9931.54000000,150188.93314400
2020-07-28 00:00:00,11029.96000000,97267.73418700
2020-07-29 00:00:00,10906.27000000,76838.09423300
2020-07-30 00:00:00,11100.52000000,60794.82645600
2020-07-31 00:00:00,11099.79000000,70063.66097400
2020-08-01 00:00:00,11335.46000000,85087.48512600
2020-08-02 00:00:00,11801.17000000,97553.07760400
2020-08-03 00:00:00,11071.36000000,56931.84147500
2020-08-04 00:00:00,11219.68000000,58629.11370900
2020-08-05 00:00:00,11191.99000000,74970.25685200
2020-08-06 00:00:00,11744.91000000,63529.08502000
2020-08-07 00:00:00,11762.47000000,65755.92602200
2020-08-08 00:00:00,11594.36000000,41858.16104000
2020-08-09 00:00:00,11761.02000000,41493.06734200
2020-08-10 00:00:00,11681.69000000,84952.33788700
2020-08-11 00:00:00,11892.90000000,90748.28463400
2020-08-12 00:00:00,11392.09000000,64909.61364400
2020-08-13 00:00:00,11564.34000000,70132.49150200
2020-08-14 00:00:00,11779.77000000,59818.85269700
2020-08-15 00:00:00,11760.55000000,56237.90505000
2020-08-16 00:00:00,11852.40000000,41368.23690600
2020-08-17 00:00:00,11910.99000000,84734.21154000
2020-08-18 00:00:00,12281.15000000,75923.83552700
2020-08-19 00:00:00,11945.10000000,73940.16960600
2020-08-20 00:00:00,11754.38000000,46085.25435100
2020-08-21 00:00:00,11853.54000000,64448.30614200
2020-08-22 00:00:00,11531.23000000,43678.70164600
2020-08-23 00:00:00,11663.51000000,37900.00469000
2020-08-24 00:00:00,11648.12000000,46212.39186700
2020-08-25 00:00:00,11748.19000000,69590.92327200
2020-08-26 00:00:00,11318.42000000,53998.23123100
2020-08-27 00:00:00,11461.42000000,63246.03638300
2020-08-28 00:00:00,11330.38000000,45953.90836500
2020-08-29 00:00:00,11526.90000000,32973.79920000
2020-08-30 00:00:00,11465.84000000,43177.87905400
2020-08-31 00:00:00,11711.17000000,55353.61774400
2020-09-01 00:00:00,11649.51000000,78148.19366800
2020-09-02 00:00:00,11921.97000000,87221.84560200
2020-09-03 00:00:00,11388.54000000,121950.10601500
2020-09-04 00:00:00,10138.29000000,92733.59911300
2020-09-05 00:00:00,10446.25000000,90001.60556800
2020-09-06 00:00:00,10166.69000000,56368.78881500
2020-09-07 00:00:00,10255.89000000,62620.23067600
2020-09-08 00:00:00,10373.45000000,73491.87841800
2020-09-09 00:00:00,10126.66000000,49347.11377600
2020-09-10 00:00:00,10219.29000000,58253.75375000
2020-09-11 00:00:00,10336.86000000,43830.25446700
2020-09-12 00:00:00,10387.89000000,35379.15309600
2020-09-13 00:00:00,10440.67000000,43837.60986500
2020-09-14 00:00:00,10332.84000000,67059.29136100
2020-09-15 00:00:00,10671.77000000,61822.45278600
2020-09-16 00:00:00,10785.23000000,64991.51244000
2020-09-17 00:00:00,10954.01000000,55601.61452900
2020-09-18 00:00:00,10940.00000000,47266.72827500
2020-09-19 00:00:00,10933.40000000,38440.03685800
2020-09-20 00:00:00,11080.64000000,39157.92256500
2020-09-21 00:00:00,10920.28000000,70683.43117900
2020-09-22 00:00:00,10417.22000000,43991.23547600
2020-09-23 00:00:00,10529.61000000,51876.56807900
2020-09-24 00:00:00,10241.46000000,57676.61942700
2020-09-25 00:00:00,10736.33000000,48101.11700800
2020-09-26 00:00:00,10686.57000000,28420.83665900
2020-09-27 00:00:00,10728.59000000,30549.48325300
2020-09-28 00:00:00,10774.26000000,50095.25173400
2020-09-29 00:00:00,10696.11000000,41874.89839900
2020-09-30 00:00:00,10840.58000000,39596.02732200
2020-10-01 00:00:00,10776.59000000,60866.33289300
2020-10-02 00:00:00,10619.13000000,50130.39370500
2020-10-03 00:00:00,10570.40000000,22298.22134100
2020-10-04 00:00:00,10542.07000000,23212.00159500
2020-10-05 00:00:00,10666.62000000,34025.76165300
2020-10-06 00:00:00,10792.20000000,48674.74047100
2020-10-07 00:00:00,10599.65000000,32811.99027900
2020-10-08 00:00:00,10666.40000000,51959.69157200
2020-10-09 00:00:00,10925.44000000,48240.07323700
2020-10-10 00:00:00,11050.64000000,43648.03694300
2020-10-11 00:00:00,11293.22000000,29043.85133900
2020-10-12 00:00:00,11369.02000000,52825.28371000
2020-10-13 00:00:00,11528.24000000,42205.28370900
2020-10-14 00:00:00,11420.57000000,41415.10601500
2020-10-15 00:00:00,11417.89000000,48760.71767900
2020-10-16 00:00:00,11505.13000000,48797.74950200
2020-10-17 00:00:00,11319.24000000,22368.91524100
2020-10-18 00:00:00,11360.31000000,23284.04119100
2020-10-19 00:00:00,11503.14000000,47414.53469200
2020-10-20 00:00:00,11751.46000000,62134.75066300
2020-10-21 00:00:00,11910.00000000,114584.45676700
2020-10-22 00:00:00,12780.75000000,70038.82414400
2020-10-23 00:00:00,12968.84000000,50386.99984100
2020-10-24 00:00:00,12923.06000000,35952.20907000
2020-10-25 00:00:00,13111.73000000,38481.57950400
2020-10-26 00:00:00,13029.64000000,60951.67298600
2020-10-27 00:00:00,13052.15000000,80796.55399600
2020-10-28 00:00:00,13636.16000000,94440.56122600
2020-10-29 00:00:00,13266.40000000,74872.60213200
2020-10-30 00:00:00,13455.69000000,70657.77888100
2020-10-31 00:00:00,13560.10000000,67339.23851500
2020-11-01 00:00:00,13791.00000000,36285.64852600
2020-11-02 00:00:00,13761.49000000,64566.42190800
2020-11-03 00:00:00,13549.63000000,74115.63078700
2020-11-04 00:00:00,14023.53000000,93016.98826200
2020-11-05 00:00:00,14144.01000000,143741.52267300
2020-11-06 00:00:00,15590.02000000,122618.19769500
2020-11-07 00:00:00,15579.93000000,101431.20655300
2020-11-08 00:00:00,14818.30000000,65547.17857400
2020-11-09 00:00:00,15475.10000000,108976.33413400
2020-11-10 00:00:00,15328.41000000,61681.91960600
2020-11-11 00:00:00,15297.21000000,78469.74645800
2020-11-12 00:00:00,15684.25000000,102196.35659200
2020-11-13 00:00:00,16291.85000000,75691.88101400
2020-11-14 00:00:00,16320.04000000,59116.34717900
2020-11-15 00:00:00,16069.56000000,43596.84151300
2020-11-16 00:00:00,15957.00000000,81300.67592400
2020-11-17 00:00:00,16713.08000000,115221.40310200
2020-11-18 00:00:00,17659.38000000,149019.78813400
2020-11-19 00:00:00,17777.75000000,93009.56100800
2020-11-20 00:00:00,17802.81000000,88423.01848900
2020-11-21 00:00:00,18655.66000000,75577.45839400
2020-11-22 00:00:00,18703.80000000,81645.73777800
2020-11-23 00:00:00,18413.88000000,82961.50609300
2020-11-24 00:00:00,18368.01000000,113581.50924100
2020-11-25 00:00:00,19160.00000000,93266.57688700
2020-11-26 00:00:00,18718.83000000,181005.24669300
2020-11-27 00:00:00,17149.47000000,85297.02478700
2020-11-28 00:00:00,17139.53000000,64910.69997000
2020-11-29 00:00:00,17719.84000000,55329.01630300
2020-11-30 00:00:00,18185.00000000,115463.46688800
2020-12-01 00:00:00,19695.87000000,127698.76265200
2020-12-02 00:00:00,18764.96000000,75911.01347800
2020-12-03 00:00:00,19204.08000000,66689.39127900
2020-12-04 00:00:00,19422.34000000,71283.66820000
2020-12-05 00:00:00,18650.51000000,42922.74857300
2020-12-06 00:00:00,19147.66000000,37043.09186100
2020-12-07 00:00:00,19358.67000000,41372.29629300
2020-12-08 00:00:00,19166.90000000,61626.94761400
2020-12-09 00:00:00,18324.11000000,79585.55380100
2020-12-10 00:00:00,18541.29000000,52890.67509400
2020-12-11 00:00:00,18254.81000000,72610.72425900
2020-12-12 00:00:00,18036.53000000,49519.97843200
2020-12-13 00:00:00,18808.69000000,56560.82174400
2020-12-14 00:00:00,19174.99000000,47257.20129400
2020-12-15 00:00:00,19273.69000000,61834.36601100
2020-12-16 00:00:00,19426.43000000,114306.33557000
2020-12-17 00:00:00,21335.52000000,184882.47674800
2020-12-18 00:00:00,22797.15000000,79646.13431500
2020-12-19 00:00:00,23107.39000000,86045.06467700
2020-12-20 00:00:00,23821.60000000,76690.14568500
2020-12-21 00:00:00,23455.54000000,88030.29724300
2020-12-22 00:00:00,22719.88000000,87033.12616000
2020-12-23 00:00:00,23810.79000000,119047.25973300
2020-12-24 00:00:00,23232.39000000,69013.83425200
